uuid,name,name_plain,description,description_plain,item,owner,owner_plain,visits,votes,has_resource_pack,has_whitelist,player_count
,"{""bold"":true,""italic"":false,""color"":""gold"",""text"":""Code of Copper""}","Code of Copper","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""#FF0000"",""text"":""P""},{""color"":""#FF3A00"",""text"":""r""},{""color"":""#FF7500"",""text"":""o""},{""color"":""#FFB000"",""text"":""g""},{""color"":""#FFEB00"",""text"":""r""},{""color"":""#D7FF00"",""text"":""a""},{""color"":""#9CFF00"",""text"":""m""},{""color"":""#62FF00"",""text"":""m""},{""color"":""#27FF00"",""text"":""a""},{""color"":""#00FF13"",""text"":""b""},{""color"":""#00FF4E"",""text"":""l""},{""color"":""#00FF89"",""text"":""e""},{""color"":""#00FFC4"",""text"":"" ""},{""color"":""#00FFFF"",""text"":""C""},{""color"":""#00C4FF"",""text"":""o""},{""color"":""#0089FF"",""text"":""p""},{""color"":""#004EFF"",""text"":""p""},{""color"":""#0013FF"",""text"":""e""},{""color"":""#2700FF"",""text"":""r""},{""color"":""#6200FF"",""text"":"" ""},{""color"":""#9C00FF"",""text"":""G""},{""color"":""#D700FF"",""text"":""o""},{""color"":""#FF00EB"",""text"":""l""},{""color"":""#FF00B0"",""text"":""e""},{""color"":""#FF0075"",""text"":""m""},{""color"":""#FF003A"",""text"":""s""}],""text"":""""}","Programmable Copper Golems","totem_of_undying","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#8888FF"",""text"":""ꜰᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#7777FF"",""text"":""M""},{""color"":""#7388FF"",""text"":""o""},{""color"":""#6F99FF"",""text"":""x""},{""color"":""#6AAAFF"",""text"":""v""},{""color"":""#66BBFF"",""text"":""a""},{""color"":""#62CCFF"",""text"":""l""},{""color"":""#5EDDFF"",""text"":""l""},{""color"":""#59EEFF"",""text"":""i""},{""color"":""aqua"",""text"":""x""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ꜰᴍ | Moxvallix",632,60,true,false,-1
,"{""italic"":false,""text"":""Tushka's stuff (coasters)""}","Tushka's stuff (coasters)","{""italic"":false,""color"":""gray"",""text"":""OVERCOOKED!""}","OVERCOOKED!","minecart","{""italic"":false,""color"":""gray"",""text"":""TushkaTheOG""}","TushkaTheOG",589,58,false,false,-1
,"{""italic"":false,""text"":""SandMines""}","SandMines","{""italic"":false,""color"":""gray"",""text"":""Released!""}","Released!","sand","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#98FDB5"",""text"":""ᴀᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#71DF92"",""text"":""o""},{""color"":""#7FE49D"",""text"":""M""},{""color"":""#8CE9A7"",""text"":""y""},{""color"":""#9AEEB2"",""text"":""s""},{""color"":""#A7F2BD"",""text"":""t""},{""color"":""#B5F7C7"",""text"":""1""},{""color"":""#C2FCD2"",""text"":""c""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴀᴍ | oMyst1c",1765,55,true,false,-1
,"{""italic"":false,""text"":""|������| MURDER |������|""}","|������| MURDER |������|","{""italic"":false,""color"":""gray"",""text"":""Yes, its Murder Mystery! #FixTF2""}","Yes, its Murder Mystery! #FixTF2","black_candle","{""italic"":false,""color"":""gray"",""text"":""SrKEM""}","SrKEM",616,55,false,false,-1
,"{""italic"":false,""text"":""10CreeperCraft's Minigames""}","10CreeperCraft's Minigames","{""italic"":false,""color"":""gray"",""text"":""Type /edit to change the description!""}","Type /edit to change the description!","light_blue_concrete","{""italic"":false,""color"":""gray"",""text"":""10CreeperCraft""}","10CreeperCraft",346,55,false,false,-1
,"{""italic"":false,""text"":""Domination (CTF UPDATE!)""}","Domination (CTF UPDATE!)","{""italic"":false,""color"":""gray"",""text"":""Class-based teamfights""}","Class-based teamfights","beacon","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#8888FF"",""text"":""ꜰᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#7777FF"",""text"":""A""},{""color"":""#718EFF"",""text"":""r""},{""color"":""#6CA4FF"",""text"":""v""},{""color"":""#66BBFF"",""text"":""e""},{""color"":""#60D2FF"",""text"":""l""},{""color"":""#5BE8FF"",""text"":""y""},{""color"":""aqua"",""text"":""x""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ꜰᴍ | Arvelyx",690,52,false,false,-1
,"{""italic"":false,""text"":""Under Construction,""}","Under Construction,","{""italic"":false,""color"":""gray"",""text"":""just like all of us""}","just like all of us","fern","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#8888FF"",""text"":""ꜰᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#7777FF"",""text"":""_""},{""color"":""#6CA4FF"",""text"":""H""},{""color"":""#60D2FF"",""text"":""e""},{""color"":""aqua"",""text"":""b""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ꜰᴍ | _Heb",1763,52,true,false,-1
,"{""italic"":false,""color"":""yellow"",""text"":""mr_II's arcade""}","mr_II's arcade","{""italic"":false,""color"":""gray"",""text"":""need helping at testing""}","need helping at testing","light_weighted_pressure_plate","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#98FDB5"",""text"":""ᴀᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#71DF92"",""text"":""m""},{""color"":""#85E6A2"",""text"":""r""},{""color"":""#9AEEB2"",""text"":""_""},{""color"":""#AEF5C2"",""text"":""I""},{""color"":""#C2FCD2"",""text"":""I""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴀᴍ | mr_II",630,50,true,false,-1
,"{""italic"":false,""text"":""Fins Championship""}","Fins Championship","{""italic"":false,""color"":""gray"",""text"":""Play Games & Go For The WIN!""}","Play Games & Go For The WIN!","bell","{""italic"":false,""color"":""gray"",""text"":""finslol""}","finslol",284,50,false,false,-1
,"{""italic"":false,""text"":""Lucky's Minigames""}","Lucky's Minigames","{""italic"":false,""color"":""gray"",""text"":""Parkour record tracking""}","Parkour record tracking","clock","{""italic"":false,""color"":""gray"",""text"":""LuckyDrag0n""}","LuckyDrag0n",915,48,false,false,-1
,"{""italic"":false,""text"":""WIP Lost City""}","WIP Lost City","{""italic"":false,""color"":""gray"",""text"":""this is a massive wip""}","this is a massive wip","moss_block","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#98FDB5"",""text"":""ᴀᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#71DF92"",""text"":""S""},{""color"":""#79E298"",""text"":""p""},{""color"":""#81E59F"",""text"":""i""},{""color"":""#89E8A5"",""text"":""k""},{""color"":""#91EBAC"",""text"":""e""},{""color"":""#9AEEB2"",""text"":""y""},{""color"":""#A2F0B8"",""text"":""g""},{""color"":""#AAF3BF"",""text"":""r""},{""color"":""#B2F6C5"",""text"":""u""},{""color"":""#BAF9CC"",""text"":""f""},{""color"":""#C2FCD2"",""text"":""f""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴀᴍ | Spikeygruff",1071,44,true,false,-1
,"{""italic"":false,""extra"":[{""bold"":true,""extra"":[{""color"":""#D2E3C8"",""text"":""‿""},{""color"":""#C8E0B4"",""text"":""︵""},{""color"":""#BFDC9F"",""text"":""‿""},{""color"":""#B5D98B"",""text"":""︵""},{""color"":""#ACD577"",""text"":""‿""},{""color"":""#A2D262"",""text"":""୨""}],""text"":""""},{""extra"":[{""color"":""#96C951"",""text"":"" ""},{""color"":""#82B24A"",""text"":""E""},{""color"":""#6E9B43"",""text"":""x""},{""color"":""#5B843B"",""text"":""t""},{""color"":""#476D34"",""text"":""r""},{""color"":""#33562D"",""text"":""ac""},{""color"":""#476D34"",""text"":""t""},{""color"":""#5B843B"",""text"":""i""},{""color"":""#6E9B43"",""text"":""o""},{""color"":""#82B24A"",""text"":""n""},{""color"":""#96C951"",""text"":"" ""}],""text"":""""},{""bold"":true,""extra"":[{""color"":""#A2D262"",""text"":""୧""},{""color"":""#ACD577"",""text"":""‿""},{""color"":""#B5D98B"",""text"":""︵""},{""color"":""#BFDC9F"",""text"":""‿""},{""color"":""#C8E0B4"",""text"":""︵""},{""color"":""#D2E3C8"",""text"":""‿""}],""text"":""""}],""text"":""""}","‿︵‿︵‿୨ Extraction ୧‿︵‿︵‿","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""#D2E3C8"",""text"":""S""},{""color"":""#BCDB99"",""text"":""c""},{""color"":""#A6D36A"",""text"":""a""},{""color"":""#84B54B"",""text"":""r""},{""color"":""#57803A"",""text"":""y""},{""color"":""#294B29"",""text"":"" ""},{""color"":""#57803A"",""text"":""C""},{""color"":""#84B54B"",""text"":""u""},{""color"":""#A6D36A"",""text"":""b""},{""color"":""#BCDB99"",""text"":""e""},{""color"":""#D2E3C8"",""text"":""s""}],""text"":""""}","Scary Cubes","command_block_minecart","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#1FFF0F"",""text"":""ᴍᴏᴅ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""gray"",""extra"":[{""color"":""#AAFF77"",""text"":""K""},{""color"":""#B0FF81"",""text"":""o""},{""color"":""#B7FF8C"",""text"":""o""},{""color"":""#BDFF96"",""text"":""r""},{""color"":""#C4FFA1"",""text"":""i""},{""color"":""#CAFFAB"",""text"":""K""},{""color"":""#D1FFB5"",""text"":""i""},{""color"":""#D7FFC0"",""text"":""t""},{""color"":""#DEFFCA"",""text"":""s""},{""color"":""#E4FFD4"",""text"":""u""},{""color"":""#EBFFDF"",""text"":""n""},{""color"":""#F1FFE9"",""text"":""e""},{""color"":""#F8FFF4"",""text"":""3""},{""color"":""#FEFFFE"",""text"":""8""}],""text"":""""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴍᴏᴅ | KooriKitsune38",417,43,true,false,-1
,"{""italic"":false,""text"":""bedwars beta""}","bedwars beta","{""italic"":false,""color"":""gray"",""text"":""bassicaly bedwars""}","bassicaly bedwars","lime_bed","{""italic"":false,""color"":""gray"",""text"":""udssrflamme""}","udssrflamme",502,42,false,false,-1
,"{""italic"":false,""text"":""Shoot 'Em Up!""}","Shoot 'Em Up!","{""italic"":false,""color"":""gray"",""text"":""A team based shooter!""}","A team based shooter!","bow","{""italic"":false,""color"":""gray"",""text"":""DaCommander31""}","DaCommander31",521,42,false,false,-1
,"{""italic"":false,""text"":""Black Hole Survival""}","Black Hole Survival","{""italic"":false,""color"":""gray"",""text"":""the black hole is hungry""}","the black hole is hungry","ender_pearl","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#98FDB5"",""text"":""ᴀᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#71DF92"",""text"":""N""},{""color"":""#7FE49D"",""text"":""d""},{""color"":""#8CE9A7"",""text"":""e""},{""color"":""#9AEEB2"",""text"":""r""},{""color"":""#A7F2BD"",""text"":""H""},{""color"":""#B5F7C7"",""text"":""A""},{""color"":""#C2FCD2"",""text"":""M""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴀᴍ | NderHAM",637,41,true,false,-1
,"{""italic"":false,""color"":""#DED75D"",""extra"":[{""color"":""#4FBFDB"",""text"":""A""},{""color"":""#4DB5DD"",""text"":""n""},{""color"":""#4BABE0"",""text"":""t""},{""color"":""#49A1E2"",""text"":""w""},{""color"":""#4897E4"",""text"":""o""},{""color"":""#468CE6"",""text"":""r""},{""color"":""#4482E9"",""text"":""k""},{""text"":"" ������""}],""text"":""������ ""}","������ Antwork ������","{""italic"":false,""color"":""gold"",""text"":""Utility Update + New Actions""}","Utility Update + New Actions","player_head","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#8888FF"",""text"":""ꜰᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#7777FF"",""text"":""W""},{""color"":""#7482FF"",""text"":""o""},{""color"":""#718EFF"",""text"":""r""},{""color"":""#6F99FF"",""text"":""s""},{""color"":""#6CA4FF"",""text"":""t""},{""color"":""#69B0FF"",""text"":""P""},{""color"":""#66BBFF"",""text"":""a""},{""color"":""#63C6FF"",""text"":""c""},{""color"":""#60D2FF"",""text"":""i""},{""color"":""#5EDDFF"",""text"":""f""},{""color"":""#5BE8FF"",""text"":""i""},{""color"":""#58F4FF"",""text"":""s""},{""color"":""aqua"",""text"":""t""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ꜰᴍ | WorstPacifist",485,41,false,false,-1
,"{""italic"":false,""color"":""gray"",""extra"":[{""color"":""gold"",""extra"":[{""color"":""dark_gray"",""extra"":[{""color"":""gold"",""extra"":[{""color"":""gray"",""text"":""-=������""}],""text"":""������ ""}],""text"":"" Small World ""}],""text"":""������""}],""text"":""������=- ""}","������=- ������ Small World ������ -=������","{""italic"":false,""color"":""gray"",""text"":""fish""}","fish","stripped_acacia_log","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#8888FF"",""text"":""ꜰᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#7777FF"",""text"":""D""},{""color"":""#7388FF"",""text"":""e""},{""color"":""#6F99FF"",""text"":""r""},{""color"":""#6AAAFF"",""text"":""p""},{""color"":""#66BBFF"",""text"":""K""},{""color"":""#62CCFF"",""text"":""i""},{""color"":""#5EDDFF"",""text"":""n""},{""color"":""#59EEFF"",""text"":""g""},{""color"":""aqua"",""text"":""1""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ꜰᴍ | DerpKing1",292,39,true,false,-1
,"{""bold"":true,""italic"":false,""color"":""blue"",""extra"":[{""color"":""#FFD500"",""text"":""m""},{""color"":""#FFDA00"",""text"":""i""},{""color"":""#FFE000"",""text"":""n""},{""color"":""#FFE500"",""text"":""e""},{""color"":""#FFEA00"",""text"":""-""},{""color"":""#FFEF00"",""text"":""k""},{""color"":""#FFF500"",""text"":""a""},{""color"":""#FFFA00"",""text"":""r""},{""color"":""#FFFF00"",""text"":""t""}],""text"":""[WIP] ""}","[WIP] mine-kart","{""bold"":true,""italic"":false,""color"":""red"",""text"":""ft sonic da serial cart killer""}","ft sonic da serial cart killer","minecart","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#98FDB5"",""text"":""ᴀᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#71DF92"",""text"":""m""},{""color"":""#85E6A2"",""text"":""r""},{""color"":""#9AEEB2"",""text"":""_""},{""color"":""#AEF5C2"",""text"":""I""},{""color"":""#C2FCD2"",""text"":""I""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴀᴍ | mr_II",462,39,true,false,-1
,"{""italic"":false,""text"":""OITQ""}","OITQ","{""italic"":false,""color"":""gray"",""text"":""Microgame""}","Microgame","recovery_compass","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#98FDB5"",""text"":""ᴀᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#71DF92"",""text"":""x""},{""color"":""#78E298"",""text"":""D""},{""color"":""#80E49E"",""text"":""a""},{""color"":""#87E7A3"",""text"":""r""},{""color"":""#8EEAA9"",""text"":""k""},{""color"":""#96ECAF"",""text"":""D""},{""color"":""#9DEFB5"",""text"":""i""},{""color"":""#A5F1BB"",""text"":""a""},{""color"":""#ACF4C1"",""text"":""m""},{""color"":""#B3F7C6"",""text"":""o""},{""color"":""#BBF9CC"",""text"":""n""},{""color"":""#C2FCD2"",""text"":""d""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴀᴍ | xDarkDiamond",540,39,false,false,-1
,"{""italic"":false,""extra"":[{""color"":""#22FF22"",""text"":""E""},{""color"":""#29FF29"",""text"":""n""},{""color"":""#31FF31"",""text"":""d""},{""color"":""#38FF38"",""text"":""l""},{""color"":""#3FFF3F"",""text"":""e""},{""color"":""#46FF46"",""text"":""s""},{""color"":""#4EFF4E"",""text"":""s""},{""color"":""green"",""text"":"" ""},{""color"":""#5CFF5C"",""text"":""P""},{""color"":""#64FF64"",""text"":""a""},{""color"":""#6BFF6B"",""text"":""r""},{""color"":""#72FF72"",""text"":""k""},{""color"":""#79FF79"",""text"":""o""},{""color"":""#81FF81"",""text"":""u""},{""color"":""#88FF88"",""text"":""r""}],""text"":""""}","Endless Parkour","{""italic"":false,""color"":""green"",""extra"":[{""color"":""#7744BB"",""text"":""A""},{""color"":""#7942B5"",""text"":""d""},{""color"":""#7B40AE"",""text"":""d""},{""color"":""#7C3FA8"",""text"":""e""},{""color"":""#7E3DA2"",""text"":""d""},{""color"":""#803B9C"",""text"":"" ""},{""color"":""#823995"",""text"":""P""},{""color"":""#84378F"",""text"":""r""},{""color"":""#853689"",""text"":""a""},{""color"":""#873483"",""text"":""c""},{""color"":""#89327C"",""text"":""t""},{""color"":""#8B3076"",""text"":""i""},{""color"":""#8C2F70"",""text"":""c""},{""color"":""#8E2D6A"",""text"":""e""},{""color"":""#902B63"",""text"":"" ""},{""color"":""#92295D"",""text"":""m""},{""color"":""#942757"",""text"":""o""},{""color"":""#952651"",""text"":""d""},{""color"":""#97244A"",""text"":""e""},{""color"":""#992244"",""text"":""!""}],""text"":""V.0.3 ""}","V.0.3 Added Practice mode!","diamond_boots","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#98FDB5"",""text"":""ᴀᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#71DF92"",""text"":""R""},{""color"":""#7FE49D"",""text"":""a""},{""color"":""#8CE9A7"",""text"":""d""},{""color"":""#9AEEB2"",""text"":""w""},{""color"":""#A7F2BD"",""text"":""a""},{""color"":""#B5F7C7"",""text"":""n""},{""color"":""#C2FCD2"",""text"":""2""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴀᴍ | Radwan2",438,38,false,false,-1
,"{""italic"":false,""text"":""KittenKatja's Playground""}","KittenKatja's Playground","{""italic"":false,""color"":""gray"",""text"":""{\""text\"":\""test\""}""}","{""text"":""test""}","pink_concrete","{""italic"":false,""color"":""gray"",""text"":""KittenKatja""}","KittenKatja",475,38,false,false,-1
,"{""italic"":false,""text"":""Tower Defence""}","Tower Defence","{""italic"":false,""color"":""gray"",""text"":""Comming Soon""}","Comming Soon","bow","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#8888FF"",""text"":""ꜰᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#7777FF"",""text"":""I""},{""color"":""#7386FF"",""text"":""J""},{""color"":""#6F95FF"",""text"":""s""},{""color"":""#6CA4FF"",""text"":""m""},{""color"":""#68B3FF"",""text"":""e""},{""color"":""#64C3FF"",""text"":""e""},{""color"":""#60D2FF"",""text"":""s""},{""color"":""#5DE1FF"",""text"":""t""},{""color"":""#59F0FF"",""text"":""e""},{""color"":""aqua"",""text"":""r""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ꜰᴍ | IJsmeester",1064,38,true,false,-1
,"{""italic"":false,""text"":""chill place :D""}","chill place :D","{""italic"":false,""color"":""gray"",""text"":""cool hangout/rp feel free to vent or whatever""}","cool hangout/rp feel free to vent or whatever","jukebox","{""italic"":false,""color"":""gray"",""text"":""chopstickwater""}","chopstickwater",506,37,false,false,-1
,"{""italic"":false,""text"":""ඞ AMONG US ඞ""}","ඞ AMONG US ඞ","{""italic"":false,""color"":""gray"",""text"":""Working Among Us in Minecraft!""}","Working Among Us in Minecraft!","iron_sword","{""italic"":false,""color"":""gray"",""text"":""Rabek009""}","Rabek009",507,37,false,false,-1
,"{""italic"":false,""text"":""\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n""}","





























","{""italic"":false,""color"":""gray"",""text"":""get the world info of this :)""}","get the world info of this :)","bundle","{""italic"":false,""color"":""gray"",""text"":""uninable""}","uninable",729,37,false,true,-1
,"{""italic"":false,""color"":""#E39612"",""extra"":[{""color"":""#12E3A4"",""text"":"" (PvP)""}],""text"":""Scrap Survivors""}","Scrap Survivors (PvP)","{""italic"":false,""color"":""#12E3A4"",""extra"":[{""color"":""#AEEBD9"",""text"":"" PvE soon-ish""}],""text"":"" (Beta 1.5.0) ""}"," (Beta 1.5.0)  PvE soon-ish","iron_ingot","{""italic"":false,""color"":""gray"",""extra"":[{""color"":""green"",""extra"":[{""color"":""#98FDB5"",""text"":""ᴀᴍ""},{""text"":"" ""},{""color"":""dark_gray"",""extra"":[{""color"":""#71DF92"",""text"":""A""},{""color"":""#7AE299"",""text"":""l""},{""color"":""#83E5A0"",""text"":""i""},{""color"":""#8CE9A7"",""text"":""x""},{""color"":""#95ECAE"",""text"":""i""},{""color"":""#9EEFB6"",""text"":""n""},{""color"":""#A7F2BD"",""text"":""d""},{""color"":""#B0F6C4"",""text"":""r""},{""color"":""#B9F9CB"",""text"":""i""},{""color"":""#C2FCD2"",""text"":""a""}],""text"":""| ""}],""text"":""""}],""text"":""""}","ᴀᴍ | Alixindria",501,36,true,false,-1
